Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
874,34.3547,11.4475,-92.2605,24.3995,64.5253,58.1774,87.3714,11.0691,-9.8117,12.6072,18.1494,23.5939,47.673,36.0698,-13.5838,73.3146,-26.7006,-10.123,-21.5064,71.5506,
875,10.6967,27.2683,30.4605,-1.94403,-98.0102,-66.6616,-72.6981,-11.7649,-85.3694,24.131,-21.5064,8.63979,-60.3748,15.6529,-74.9565,25.2907,-32.0048,-76.0796,7.97448,-95.8129,
876,-30.0821,96.9726,-68.5537,96.2462,31.8155,-78.8079,14.9998,-43.5713,-93.7498,67.8274,12.0701,2.49946,-79.809,-11.185,99.6155,-63.5975,-99.4202,36.1248,-45.4146,-39.903,
877,14.5177,42.1125,45.5611,87.463,-22.3121,98.3825,28.9285,-28.9956,-26.4626,-42.2651,-57.9577,67.2109,21.2134,64.3178,54.0574,70.2139,39.8419,-37.7239,-65.9108,-25.8461,
878,52.855,-73.3634,78.4417,-73.3207,48.0209,-97.7172,-42.4604,15.0304,-65.801,-42.2773,36.4544,-45.5489,53.9903,-39.4696,-92.2422,62.5416,49.9619,78.2952,64.037,-43.1379,
879,-95.4711,65.0319,74.7978,59.7705,71.276,-88.9767,-43.8765,-15.9276,-2.24311,50.4501,70.8304,87.9452,56.2487,80.5841,41.1725,18.6438,-80.9931,98.6755,-10.5747,-76.5557,
880,-99.8718,-81.6156,38.9325,-59.801,-75.5242,42.8633,20.2979,-19.4678,-28.843,88.6044,3.09763,83.7214,-76.6228,63.7989,-79.4671,-92.0225,-35.6609,76.6655,5.81988,11.5024,
881,9.39054,-80.5658,72.3502,64.0309,18.9001,14.89,-91.5403,-40.4279,56.7125,-58.1225,35.5815,61.8519,73.2292,75.7866,54.0941,-3.76293,-81.164,92.0103,64.391,88.1405,
882,49.6139,32.8104,-61.7176,84.5882,4.6968,-28.9346,-79.4244,-20.4016,-11.0874,28.7881,-56.0778,68.4866,-48.912,79.8028,7.14438,75.0908,-59.9414,97.9431,9.06705,23.2215,
883,-43.553,43.4431,-89.0622,84.5821,46.6536,61.0767,-1.59001,-39.1461,-92.7366,78.1243,20.5481,13.3091,91.8149,73.101,-19.1321,70.4459,53.795,-75.4753,-17.1056,60.7898,
884,58.8061,-41.5632,-25.5348,86.2178,3.09763,89.5871,90.2463,54.7166,62.7125,-50.9629,28.5684,21.25,-22.8919,1.26652,-21.0974,-99.7253,-14.2552,10.715,30.6986,-93.7437,
885,67.0461,75.3777,60.7898,16.5624,-54.2772,86.0836,-64.8183,75.3716,-1.26041,-67.8518,62.2242,-39.6405,7.72424,20.2246,73.5588,-71.8192,54.3199,56.9445,-99.1821,-64.5314,
886,44.7615,-69.1214,6.93076,99.3591,5.30107,17.6244,49.8764,-38.6822,81.9208,-62.6698,-26.072,83.7886,-70.3238,70.0858,84.1792,96.8444,-96.3317,95.9594,-14.3162,-69.4449,
887,-40.7086,69.158,-54.3382,90.7285,94.1527,58.623,24.723,-4.06812,-36.3994,-68.0044,-56.737,-97.5768,2.42012,-50.9445,-13.95,-80.0165,-54.6373,69.5608,-62.157,58.3727,
888,7.73034,68.7613,-79.4305,-86.3155,-65.0502,-67.4612,40.965,-93.9634,9.93987,-3.85449,-5.5208,-53.9293,-71.5934,80.285,-73.1803,-95.5199,86.0591,-94.3541,83.7031,-48.0209,
889,-18.8818,-59.7461,-45.1216,4.66628,60.3381,-91.3938,-22.7699,-40.0494,41.5509,-77.2027,45.5245,17.5207,37.6385,-79.2779,-77.3614,-34.7331,61.5039,-59.74,71.4774,91.0825,
890,-79.6442,74.0898,77.8924,98.9318,-68.6636,-78.8202,91.4975,67.2597,0.405896,94.8302,-68.6453,-7.19932,-11.1057,-18.656,-91.2046,-88.1283,58.1286,67.0644,35.1543,-39.1827,
891,-22.1229,49.7909,21.9764,74.1752,-94.7325,-41.7158,45.3902,-27.1218,-33.7931,94.9583,97.8576,7.76696,-23.2948,-99.1821,45.3963,69.8599,52.7879,-83.1172,54.0147,-49.8398,
892,-80.6574,24.6132,-22.3975,-4.66018,-62.5843,31.016,-4.10474,-30.6131,31.4127,-70.5496,3.58592,-88.5495,-46.7147,-3.11594,2.62765,-51.5183,-45.0117,10.2573,94.9828,-92.5657,
893,33.6406,-6.14337,65.3188,-71.8192,-65.0807,-64.7694,-98.9074,-48.2345,-21.2561,70.806,-61.0096,-58.385,-90.7529,-30.2774,-26.8532,-83.1172,-29.4229,-98.8769,97.6928,-3.29295,
894,-67.6321,-93.5789,83.5932,29.5755,93.2859,-68.1753,35.5205,52.8855,-84.3745,-36.3201,70.1773,-33.5673,-33.018,94.5738,5.13016,-87.2005,-85.0703,-82.9341,-42.0331,-65.4286,
895,38.1878,-96.5514,48.9242,-41.258,-32.5602,84.9361,21.5247,12.9185,45.2071,79.87,78.7713,29.1849,-31.2479,10.5197,-32.0719,-20.2063,-64.6657,99.1638,-63.7379,-62.9749,
896,34.1533,21.4087,-0.619525,-28.0923,-8.34071,85.1253,-22.3731,18.3264,-94.8119,10.0375,-96.5026,80.047,82.9585,29.3619,-64.7938,40.2692,-66.8508,76.2932,-69.0603,82.2016,
897,47.7035,-99.1577,-12.1921,-71.691,-4.38551,-58.5314,21.1646,18.4912,70.7633,93.8047,6.95517,-41.9294,-51.4634,58.2324,70.568,97.4548,4.33058,35.1543,37.3882,87.0174,
898,77.6482,-18.7597,65.5263,-22.4464,3.83008,-4.68459,92.4131,49.9924,-37.6263,-11.6794,76.0674,88.287,-72.9057,59.1052,40.3241,41.258,-28.1594,6.47298,-90.997,-42.2651,
899,51.3169,27.9763,-83.8252,56.0167,69.2251,84.1792,-39.1095,-83.9778,-52.1226,61.3819,93.115,-63.7074,-34.2143,63.0909,41.3495,70.336,-98.529,92.8343,34.1166,-28.3425,
900,13.9012,-8.10877,-25.5776,97.4548,52.031,9.28068,-54.5946,-33.311,34.489,90.2402,-19.5532,-18.2775,-74.2729,-75.7866,94.0062,82.0124,-9.79339,-99.3347,0.521863,-93.0052,
901,-47.0138,-15.8483,84.2402,-23.4169,-80.7001,-69.7317,12.1311,-22.7027,72.9362,5.99078,-31.8339,60.9363,-79.4733,-57.0482,-91.0276,9.13419,68.7246,-27.2011,91.2107,-96.466,
902,-77.7093,66.1672,55.7421,-72.7897,-87.4874,-35.7463,80.755,31.0404,79.8456,-87.4142,-39.5856,-74.8466,-95.6481,-83.7458,24.8024,64.6413,-33.8664,80.3278,-96.0143,4.57473,
903,-46.5743,11.2217,74.6147,16.2084,-78.4906,-86.0775,-20.2734,-6.90634,-58.9099,-51.3169,-96.2951,81.9208,-28.074,-99.7375,56.3402,-82.5556,73.7846,53.4349,-52.6353,34.4462,
904,46.6903,0.338757,9.18303,-88.3725,-92.584,82.6228,-65.3798,97.1496,65.2455,-79.7113,55.0035,98.4069,40.8612,-40.9406,-58.977,11.1057,54.973,-55.3758,63.4022,30.9549,
905,95.4955,67.4917,-42.0209,82.9951,74.5598,-94.2747,-84.4234,34.196,7.6632,23.1117,-66.332,83.4834,-67.2964,82.5251,-99.8718,-56.2609,-12.4302,46.8612,2.87179,27.8664,
906,-2.42012,-59.4226,-24.1615,61.5528,7.85241,1.82806,-67.4673,-84.0449,20.0598,-10.2695,-28.1716,40.1776,-79.4733,-84.405,30.0577,95.5321,95.5931,90.7712,-56.4623,43.3454,
907,-57.0177,63.6036,64.1652,-48.6435,-23.9784,58.1469,11.8259,-29.667,11.0691,-19.4372,-80.4987,87.7072,-10.8676,-3.11594,-21.7933,-80.5231,-48.7716,-26.8838,78.9544,-18.3264,
908,60.2405,69.8904,69.4937,-4.77614,50.8286,32.6151,54.4847,72.9179,11.9602,88.2565,-64.0004,-68.0044,-79.4,-61.2415,-59.0014,-75.5791,53.7034,-13.9073,-3.56151,-97.8576,
909,22.5806,18.2165,54.6129,54.5213,-62.0289,47.2579,-28.0679,-26.1757,12.0151,-32.139,69.9881,-80.7367,-86.1446,74.1813,67.9067,34.9895,12.6438,-39.6588,-15.1708,-34.8735,
910,-30.2957,91.9065,-40.0983,11.6611,93.3653,-15.6224,-77.7154,-72.1305,-69.8843,91.2168,-68.45,54.7349,72.5456,-70.0064,30.2835,-40.1776,13.2176,-81.7133,-38.9508,-89.2819,
911,-3.47606,-45.848,-29.7952,-87.994,22.2999,-55.8092,-53.7889,-52.7512,-58.3972,23.9601,14.3895,83.3552,-23.2887,40.7147,46.9893,17.5756,49.8825,-58.2812,16.2938,-52.8184,
912,99.7009,99.3957,-63.5609,65.0746,13.3396,-91.8699,0.167847,-11.0202,-52.0493,49.266,88.9645,11.887,36.729,-19.0039,-13.9744,41.9965,-87.1212,61.5284,-25.4311,87.4996,
913,-25.2663,21.9153,19.248,35.3008,-82.8669,-84.6492,-90.9482,30.8756,91.9492,6.91855,18.9734,-75.219,99.5605,-77.9839,-0.613421,-7.58995,40.3668,-13.9744,0.686669,9.1525,
914,89.5993,17.0446,7.41295,-38.7249,43.6506,9.00601,-73.7236,-96.1608,14.5299,20.6336,98.8891,-34.5195,1.0651,-24.2592,-25.9377,-79.9799,-97.9125,98.175,-99.3652,41.3007,
915,-55.8763,-68.6453,89.6847,-1.34587,44.4502,44.9019,74.4865,89.3002,-47.8988,57.2802,-44.1328,-19.4678,70.5985,-2.99997,-12.6499,-49.1318,-96.5575,-7.41905,-77.5567,-21.1707,
916,26.0537,25.9377,-67.0522,-35.3008,-81.1273,98.2421,35.6365,18.9856,16.2877,0.619531,75.1396,-1.92572,-92.2605,47.5265,90.9055,66.4113,82.6838,53.4104,22.3853,88.4579,
917,15.1402,-80.2179,-58.1835,-40.3424,-88.5128,20.2857,18.7475,-25.6325,-85.5953,50.8713,5.55131,34.9956,55.5162,68.1936,-16.129,48.1735,66.4663,28.8858,-64.6474,20.542,
918,-70.8914,-64.9342,-27.4392,12.5767,46.7879,12.5828,-81.9514,-33.0241,83.8618,38.8897,-27.0302,-77.2942,-54.6007,44.0596,92.407,-40.1593,36.491,-41.8256,-68.5842,58.4582,
919,85.9798,9.97651,-11.7222,89.2086,-81.0419,46.6414,29.2337,36.6253,76.5801,19.7546,24.7047,-37.1258,43.5957,39.0851,-90.5393,27.7322,4.78225,-85.6014,-81.7316,90.9482,
920,-8.41395,89.3063,77.3308,6.96738,-84.167,-47.0992,-96.5575,-85.9249,17.7465,58.7146,17.5695,-63.7501,43.0158,77.4285,15.4088,-5.80767,37.3455,-20.2429,-7.3397,-91.4121,
921,28.4646,40.2264,-78.6065,-50.6821,42.3627,-15.0914,52.3545,36.1064,68.6026,48.2772,64.5985,23.0323,70.0797,18.2287,-28.9773,-52.0188,-90.3317,-17.3437,84.5149,-51.146,
922,-90.2707,17.5085,-3.92163,-80.3644,-60.6677,8.27967,6.53402,66.1122,95.9716,-92.9624,-62.8162,-23.7648,90.9726,-49.8825,-50.6394,-63.6586,-64.3422,73.8456,-95.6053,-67.2353,
923,31.1502,-94.8363,29.8074,63.7257,34.7087,-35.3191,94.7203,-89.9716,-35.0322,-91.9736,-93.1578,73.1864,87.9696,26.2429,-17.7953,94.2015,-30.3018,-89.6847,-63.1825,14.0965,
924,48.4787,-45.3352,20.011,24.8146,41.966,-38.0779,17.7221,-90.0266,-68.1143,94.2259,50.3403,21.1585,-79.8151,78.5272,-30.1859,-64.6901,-91.174,-58.2324,-71.8925,-70.6107,
925,-80.0043,55.7909,81.0053,-14.0233,83.3125,32.8776,66.8142,14.5115,-72.3563,-94.8607,-81.7988,35.2947,47.1358,91.7295,79.3329,-82.5373,-64.0736,-88.226,94.3297,30.1736,
926,30.1492,-57.4816,-14.0538,-4.33058,40.1166,-54.0635,22.9713,-10.7273,96.0936,52.8733,-47.7157,-4.81277,15.6407,5.91143,41.4777,5.99688,-83.6482,47.6363,58.1103,-85.7295,
927,-60.0818,-4.89822,-40.8246,-92.3276,16.538,-12.9124,71.0379,95.5016,87.9635,-98.6877,38.8348,79.1986,-98.5534,-89.9533,59.8376,81.0358,-95.7335,85.5586,31.2967,23.2765,
928,-53.1297,-50.2915,19.7424,-13.419,-21.3172,-51.677,-3.3906,98.468,27.6589,81.7743,7.23594,-75.7195,51.9944,33.2621,59.8254,-2.76192,-90.112,-14.011,62.5843,-49.4613,
929,46.4278,96.7834,64.0187,90.5271,22.2083,33.488,52.2935,-14.9144,-58.1774,61.0034,-65.3981,33.1523,-69.3289,-70.2933,86.3338,35.1115,14.1331,90.0204,-17.1239,91.3572,
930,98.9074,79.046,53.1663,-99.646,-10.8554,-97.467,-37.0464,-42.6923,61.9434,-32.3405,4.70901,67.8152,-58.8855,23.246,52.263,30.6864,-49.5041,-81.8842,79.4366,-55.2293,
931,50.8225,-6.63778,20.0598,-25.0771,33.5917,-71.6605,-26.9082,88.4213,26.5175,-3.76903,88.0428,99.0844,-41.8867,-49.4552,-56.5783,10.4343,56.9079,44.8042,17.7465,-74.0226,
932,78.6615,-27.5124,-84.5088,-68.0776,51.1093,32.4503,90.4355,19.6203,-80.3522,-79.7601,-93.8108,42.3749,98.7426,-24.6864,27.2195,-10.3671,-97.1862,37.1258,17.9662,-49.1562,
933,9.53093,52.7573,-56.5355,-59.8254,86.1507,34.4157,72.7775,-51.207,94.8119,52.9099,99.9512,72.57,-7.84631,89.8679,31.6324,-56.8712,34.8308,26.9387,-25.547,92.1262,
934,78.3563,-92.645,-91.1802,-86.5047,-2.16987,8.96329,89.758,3.75683,60.2344,39.1461,-83.8496,-12.3753,-4.36109,52.971,-31.9071,-29.8135,34.1349,5.5269,-74.3461,-43.4919,
935,73.7724,-87.6827,-11.3559,-8.21863,73.6259,73.986,-54.4542,-21.1035,27.5124,-67.2597,-51.146,-32.0048,-54.8143,-76.635,58.3483,43.8398,-63.5731,-19.3823,33.7809,-8.81069,
936,23.191,-73.809,-49.6872,84.7591,-69.9698,22.9896,-38.2,-69.0237,26.3466,-19.9438,85.6197,-77.1783,82.8303,93.1089,-57.5488,5.99688,-29.8013,-42.1674,53.0259,26.2062,
937,43.9802,93.1272,-24.5277,-45.2986,60.509,-86.401,-49.2965,49.5651,-46.0738,98.5778,34.2875,52.8672,12.1372,-39.0728,-35.9111,-72.5089,23.014,-86.4498,-21.9825,-63.6647,
938,46.2142,-17.8137,-71.2027,1.26652,16.7577,19.3884,5.24613,47.3495,20.6824,-72.8202,20.7312,-67.8213,-5.6856,-33.1156,-38.4075,-32.9081,-26.0109,99.8413,-85.8455,-36.5886,
939,-69.6158,-1.17496,4.58694,83.282,64.6413,97.5585,75.0481,59.2822,-93.4446,92.3337,-63.8173,26.8349,47.1664,-0.82705,29.0078,51.9639,-22.5379,-65.9169,94.5433,-99.3286,
940,51.2436,37.1563,3.3784,99.353,-7.90124,-8.78018,-26.1086,-90.1242,-13.4922,-66.3015,-51.0605,22.306,61.4368,16.5624,5.48418,38.5846,-56.1754,91.7478,-79.5404,60.6738,
941,-69.4449,-61.7969,-71.9291,-16.9164,33.4208,81.5241,27.1096,92.1628,45.9151,29.8868,-17.1484,65.8498,87.1883,-72.57,-35.5632,98.291,-23.6305,18.3081,41.0077,83.6299,
942,-19.0527,44.6577,92.2605,81.2555,27.3476,-70.5557,94.6654,63.3106,-66.0939,88.171,-83.9839,-59.4104,-56.7919,88.4091,48.912,-69.3289,-2.16987,-2.27363,85.9127,-48.8632,
943,22.898,23.3985,-19.48,3.00608,24.9977,31.0221,80.9992,-64.7755,79.4183,-50.3464,-42.5764,-85.4122,58.4277,76.574,-67.9312,88.3724,-65.7216,9.02432,27.2073,-96.1791,
944,43.3576,-87.6949,86.4925,95.9288,-5.56352,84.7102,43.2234,45.3108,90.1242,-74.3644,-26.3405,54.8326,-86.3949,-56.7125,-89.0072,82.6777,-51.9028,-54.1246,-11.5574,-12.9429,
945,65.9963,-88.1405,16.7272,21.8177,-3.14035,65.099,28.2998,-8.25525,-10.77,8.06605,14.0782,-23.3924,93.5179,16.1656,74.4621,-98.2116,60.0879,64.7816,9.82391,-7.31528,
946,77.2088,-10.7395,-99.8108,-7.40074,-36.4727,-50.5173,51.4267,59.7705,-20.6275,-45.4451,-5.90533,96.2096,-26.4321,-21.6834,27.0302,-74.2607,94.9522,94.5921,-50.9445,72.2098,
947,-87.2555,4.15357,71.3065,47.6547,-76.7022,-30.0333,-33.9641,21.5247,3.08542,-40.9833,-55.7421,45.3902,5.62456,49.8337,-90.5026,47.7767,84.4417,20.9143,65.2699,57.1947,
948,-21.0486,92.2971,61.3147,41.8989,20.0171,-63.2801,13.126,75.4387,79.9371,37.9742,-59.0014,85.5281,-1.85858,-39.4818,-65.5995,86.6329,-85.9066,-31.2052,-17.2155,-6.80258,
949,20.7251,-92.938,-22.3487,96.0631,35.6365,-95.5138,-29.5022,86.3094,-85.6807,-48.2772,-44.554,-32.8104,-61.565,-44.5845,64.1407,95.3612,89.6237,-77.7886,-71.7887,-72.5578,
950,-2.38349,92.2788,80.401,-22.4952,69.7928,39.1888,88.3053,65.4592,-10.3183,-24.2958,-41.0504,20.5603,-87.64,-18.0944,97.4364,-27.1157,92.9136,37.8765,8.8168,-47.4899,
951,-9.72625,-53.209,-15.659,37.6385,29.2947,94.818,7.60216,3.92773,7.98669,56.8285,-74.5903,-48.4054,61.1194,-7.40684,-77.4468,90.4111,23.4535,-38.1207,83.7825,-69.8843,
952,52.3606,-43.3882,33.5185,-64.8549,-50.09,-72.454,4.12916,-72.9606,-19.9927,-91.9248,42.6313,26.3772,-61.6565,18.9001,-5.27055,3.85449,-79.3756,80.7184,6.12507,-69.8172,
953,15.7567,95.5992,-89.6725,-65.038,-64.4765,-5.95416,-66.4235,-56.8041,2.98777,-90.9665,98.4741,74.4255,31.0343,78.4661,67.9006,16.5258,-67.449,40.2142,4.73952,-42.6069,
954,-32.8532,7.62048,-15.0975,-19.7668,1.79754,-90.2707,-58.8733,35.0322,-42.5703,26.2856,36.4971,-15.0792,-4.62966,43.6018,82.342,-33.7565,-23.0567,-51.9883,-10.0253,15.3233,
955,16.6112,81.8232,12.0701,44.9141,37.0525,89.3246,-28.3059,-51.7075,2.37129,61.3269,21.7078,-25.8217,28.5745,-61.1499,-71.8925,-86.4071,-68.3157,-37.0891,-43.0708,57.5549,
956,-27.9336,-63.097,-19.8462,-54.6007,18.8025,54.1002,97.6196,-86.7489,-92.523,54.3504,20.4993,90.1364,90.0449,-85.4061,50.7431,-97.0092,-81.5424,-88.1954,-9.68963,78.7957,
957,49.9496,-86.9076,20.4138,-27.6101,-58.208,98.6511,35.2458,-8.86562,78.1487,-94.641,4.14137,53.1053,-96.8749,2.37129,21.25,77.4407,-39.1095,-41.1847,80.7001,83.282,
958,-83.7092,-63.3595,86.2972,-29.9722,75.8049,99.8047,71.3981,78.1671,-9.10978,-11.4414,83.3613,45.6832,-70.8731,-4.51369,39.7687,-84.8384,58.0981,13.1626,-41.8134,29.1849,
959,-80.871,-19.7241,-31.9498,49.4003,-58.3483,-62.45,-69.7928,38.1512,30.2652,-49.1501,-55.4064,81.5668,-17.7648,42.4543,58.4704,51.915,94.8302,-65.3859,19.0954,-78.5455,
960,99.414,94.7142,66.4907,-29.8502,-90.0754,63.8722,8.87173,45.6465,-76.2688,-33.5002,-3.84839,58.7085,-50.969,-64.2018,86.523,-7.45567,94.0306,4.97147,38.1939,-69.6524,
961,-91.1069,-49.1806,94.2564,-95.7579,99.3652,-23.3314,36.7656,8.75576,75.2617,97.4303,39.9091,-4.13526,11.9907,-86.5108,-70.9281,-84.0266,-15.0548,-74.7612,29.6548,-80.5292,
962,-20.6641,77.9412,79.1314,-5.97858,-26.8105,31.6446,-26.1269,-81.2128,24.7841,14.6886,-99.2248,-90.1975,7.95617,25.8827,-16.3244,15.891,96.5392,-35.9355,46.3912,-14.127,
963,-78.3624,29.3008,-92.1995,5.06302,-49.3881,-19.3518,-36.9976,22.1351,-35.8379,-98.175,79.5343,98.2971,-59.2029,-3.65307,85.9066,87.054,-40.965,-32.2794,-89.3673,-58.0798,
964,-17.008,19.9316,8.50551,-38.7677,-54.2711,9.68353,-94.1466,17.0934,81.3166,-83.4834,-54.2161,-77.7337,54.2039,-70.1102,42.7412,-83.7947,28.8369,-60.741,11.1728,-61.6382,
965,-13.2176,85.2474,36.3445,-66.277,-94.1771,-59.1723,-88.3114,1.13224,-73.3573,-34.5317,-20.365,40.9223,55.8763,-9.18912,96.8139,-65.2821,0.15564,-51.5183,19.8584,64.1835,
966,-46.0555,-36.491,-7.37633,-33.4452,-93.7132,53.502,-4.42213,-9.39054,92.3826,75.3899,-40.1776,-63.4083,92.3032,-65.7582,-84.5698,-40.4096,-13.8768,35.1482,-7.5106,-85.3328,
967,-9.39665,48.6007,15.6285,97.1191,11.3865,14.6336,-74.0287,-47.6241,-86.2667,67.8152,-64.7328,-75.3471,-42.5825,92.8892,-46.7208,-51.2803,-97.7966,74.633,-10.2206,59.3371,
968,-55.0035,-93.7437,-62.6148,78.3563,30.4666,81.3471,29.9417,-88.4518,-77.2149,-53.4226,77.2088,-54.7411,42.6679,47.6791,-50.1267,-24.8268,-89.1964,30.3385,18.6621,97.0092,
969,-47.734,76.8242,-99.1516,-64.3055,-91.3022,-11.771,8.67031,95.4161,89.874,-25.5226,97.6806,-1.08341,33.6833,-1.53508,-44.2366,59.1052,-21.9825,-76.9341,70.8243,-11.1423,
970,28.3486,-12.4973,20.9815,-98.9746,-48.1613,-25.425,-27.6589,75.2007,65.1601,-98.8159,44.2,-17.9296,-45.3719,78.6553,72.8752,-17.0263,-93.4141,-81.6889,-5.30717,-60.7776,
971,78.6187,-70.7327,-61.3025,71.4164,36.0576,-89.5871,-33.5734,95.1598,31.8216,-19.2297,40.495,28.6233,-93.0662,6.3509,51.915,-12.1738,2.42012,-46.8307,-8.29798,-11.2278,
972,75.7927,-40.2264,-77.7825,25.8583,-99.0112,70.5008,74.8405,-2.94504,-12.2349,-9.84832,65.0075,-84.344,13.0589,-79.3084,19.6631,33.6283,-46.1776,-35.9294,-34.2265,-97.1007,
973,-10.1352,-30.8878,-51.3779,71.4591,-22.0496,30.723,-60.3748,-13.1993,51.6526,35.844,88.3114,30.2408,-19.895,-21.3721,13.8096,45.909,32.4442,-46.7879,35.2763,-22.0557,
974,-17.6611,-66.2343,77.5017,-9.43327,-41.789,98.8647,89.172,88.9706,66.3198,-77.5384,16.8554,92.1628,-0.766015,22.1412,3.14646,67.7297,-50.4563,-84.521,90.6247,-16.7638,
975,-53.5875,76.1284,-50.267,17.3864,4.61745,-62.6331,-33.0363,-4.88601,98.938,-44.0901,68.9383,-8.71914,-48.3749,79.0216,27.9153,3.14646,-15.0426,-46.0433,-83.8374,-72.0206,
976,92.8831,-2.97555,7.10166,28.9041,-57.9577,-75.0237,-20.0171,58.1652,-15.5553,-17.4047,0.20448,33.6833,53.2823,-71.9291,-49.0463,-36.3323,81.7621,19.6142,15.4515,-43.6872,
977,47.8744,-80.4071,-39.2621,85.168,85.2718,56.9506,24.6376,-33.7382,38.2733,0.637841,41.85,3.89111,7.28477,76.0613,-37.2417,-26.5603,-7.30918,-91.4121,37.7606,-49.6933,
978,-31.6568,8.49941,-21.2195,43.8398,-67.2658,64.0248,70.6839,-74.8405,64.3483,-85.3999,16.715,-49.0524,62.0106,-15.9398,-34.2937,-4.97146,-75.457,-3.77514,-33.5063,31.2357,
979,44.6089,-65.2577,19.3335,85.7479,27.9763,71.6605,-0.912505,-25.8217,-32.5114,-18.7658,74.2546,-12.9734,-33.3171,-8.01721,-1.65715,-97.1984,29.0567,-67.5771,24.8817,0.0335693,
980,20.6763,-11.1911,-81.0175,5.36211,-77.8069,-51.1887,94.6226,24.1005,-18.186,-82.5983,10.5869,-3.84228,88.995,-90.9665,6.33259,-14.0172,33.1706,38.1695,-78.692,-41.9721,
981,24.2897,-6.6744,-59.978,13.126,-78.8751,-42.7046,24.6681,61.0401,63.976,-84.1914,8.63369,69.3167,-15.5248,25.5104,73.5771,44.5967,-85.7356,-56.9689,-98.8769,93.5301,
982,78.8446,-15.7994,65.2699,82.0795,-84.6248,91.6196,-92.0652,-42.8022,52.9527,-45.5428,91.6868,90.289,96.6369,-97.1923,71.5751,61.4185,-48.4909,-33.2621,2.69479,-49.3332,
983,36.4971,-15.4515,-20.5969,-77.8008,-48.0392,70.5863,-32.1207,46.5377,47.1358,73.1498,15.9459,-20.2246,-93.2127,2.01117,-41.6242,-18.302,15.6835,-33.0668,-70.0674,12.064,
984,-52.8733,5.89923,-97.5402,-10.3122,-93.2493,-95.8129,-31.1625,-51.1216,78.808,-95.5443,7.99279,-67.1071,-91.0215,-22.599,-84.3867,-37.5652,-57.0116,-6.27766,87.4264,-41.789,
985,-78.2403,-49.2477,31.6935,-62.7552,-18.9123,42.9121,-6.57064,-80.6329,-51.5427,74.4682,-17.8381,72.3319,86.7733,-66.6921,-89.227,-65.9841,-41.0932,7.32139,-7.8402,-57.6708,
986,6.33259,-38.7432,-35.667,3.83008,44.9629,-45.1033,27.7566,-90.3867,-76.4885,-5.58794,-25.7363,-33.0485,53.3128,16.1473,65.1967,-37.8399,-54.3016,56.4135,61.8702,-18.4301,
987,43.1013,79.2108,58.8366,98.4558,-16.3549,-5.82598,-71.099,-69.1275,-87.7621,-20.6946,57.5243,-83.5322,-5.11795,25.6203,60.6983,96.2645,97.5951,24.1371,54.4542,11.2522,
988,13.5899,-77.0501,37.785,-35.0444,-96.0936,-28.3364,-72.1732,99.5849,-93.3287,-13.5594,-81.2006,-48.7594,-76.165,-5.77105,-37.3577,-3.10984,-42.6496,-78.0206,-88.6837,13.4861,
989,-96.9787,-39.0606,-5.67339,-86.1507,52.4216,-9.78118,-20.3101,-29.4473,34.788,-8.37123,32.5968,-53.5447,-55.736,84.3196,97.1862,10.7089,-25.0038,87.4142,17.5939,32.4442,
990,2.18208,-46.7208,-97.7477,-76.5984,24.2286,70.4337,-89.0805,-97.1923,36.4116,60.2466,6.0213,-86.3277,-43.6811,-34.7026,-44.8653,48.5641,1.52898,-71.8314,25.8339,-99.939,
991,-8.31019,-84.5332,-27.3293,-78.3502,-78.8507,-44.6883,58.6657,-58.8794,12.9917,9.97651,18.1677,99.0478,-85.5281,-48.2772,-51.5549,-82.3176,-27.1279,-47.1725,46.7757,19.3152,
992,94.171,-63.0726,98.2788,-40.611,-99.7253,24.7841,85.5708,9.14029,20.8106,-30.2713,53.8926,-54.912,-86.0347,-45.0178,-88.5617,0.44862,-62.0472,63.7501,66.4235,-91.5952,
993,77.929,71.4042,52.5864,-90.8261,-67.6138,41.966,11.1423,91.6929,38.8958,-63.4632,21.9398,-89.0866,22.8248,5.51469,-39.6466,67.2475,9.57977,-0.717187,1.79144,-38.9447,
994,40.4767,2.57882,71.1966,89.465,89.9838,19.8096,65.4469,-22.1473,-2.56661,-20.9387,-82.9463,70.1773,86.6634,-70.8304,-0.149542,65.276,-18.5217,18.9612,-12.3447,-38.0413,
995,-50.8347,-88.1832,46.0616,-96.3012,68.1997,-20.3589,-40.2326,36.9549,-28.7881,79.2047,59.2212,16.2023,86.7367,64.0248,22.9347,-55.034,-56.737,87.6156,29.4229,26.7617,
996,-79.2901,56.1571,-96.5026,-36.4544,42.1918,-24.601,-45.7808,49.7787,-61.7298,25.9865,-25.7241,24.5827,-76.5862,47.3739,-71.8864,-22.5929,12.0701,-20.9998,80.1996,97.7111,
997,-46.6659,-34.1411,62.7125,72.7165,-90.5637,-3.75683,91.2351,-87.7194,-37.9559,-47.087,32.078,6.46077,-32.2184,-82.4946,-8.12708,86.8831,83.3064,71.6666,-22.7271,-14.8106,
998,-6.74154,31.9437,57.5732,-10.0497,94.586,-92.3215,-38.8287,-92.3399,45.4756,43.6384,66.8813,-99.3774,76.0186,-5.11795,54.7716,-26.0781,-83.7214,16.4953,-95.0743,32.6273,
